clean_text,label
fadedinsandiego2025 jesus is coming,0
i picked it up and put it in a box,0
krimson1958 yes hundreds of times,0
its not a high one its fast,0
was it recorded,0
,0
yeah,0
this video actually shows the scale of the wave that hits its how you d imagine the tsunami to look like in a holywood disaster film usually it s a wall of water that s not actually that high but relentless as the energy behind it is insane this is both and is utterly mental https youtu be rdouwmj7xzo si b oftf1xbksvwbn3,1
that s what the movie the impossible is based on right,0
most deadliest but not the biggest the biggest was lithua bay in alaska which was almost as tall as the biggest building in the world,1
garysorley69 and the sea walls took a lot of the energy away,0
amazing how they didn t mention that one it was horrific,0
2004 aceh indonesia,0
jesus christ won is probably one of these idiots that believes trump won as well,0
some estimate isn t at all an accurate account and it sounds like you re copying and pasting straight from a wikipedia page,0
jesuschristwon don t be spamming your religious nonsense on here kid nobody believes those childish mythology tales,0
jesuschristwon don t be spamming your religious nonsense on here kid nobody believes those childish mythology tales,0
bluecollaredgrit as of now i would assume it would be katt williams i m not too sure though,0
krimson1958,0
lordofthepancakes i do and jesus loves all of us and that s the truth he is real,0
jesuschristwon it s not real kid it s just a story invisible sorcerers don t exist in real life,0
shushyshushy6762 bro he s coming soon,0
lordofthepancakes it s real omg,0
was it recorded no,0
niccilupia fz4lh such a smartass for reason other than to be nasty there have been tsunamis long before we were around to record them into the history books no,1
jesuschristwon jesus is not god he is a human and messenger of god,0
it was posted 2 years ago,0
h1zen340 jesus is in fact god the trinity is the father son and holy sprit so jesus is god and 3 in 1 jesus wasn t just a messenger of god and we know this from numerous facts but here is one that really proves that jesus was the son of god jesus fulfilled more than 300 prophesies which is impossible for a human messenger to do,0
it s because this is an american clip made for an american audience most americans don t know where the indian ocean is,0
how could they forget that one,0
maryannewhite3620 no way,0
maryannewhite3620 is the one bigger than that,0
maryannewhite3620 tsunami,1
incredible footage it s haunting to witness nature s raw power these tsunamis truly show the ultimate force of our planet,1
actually the lituya bay incident was more powerful it didn t kill as many people but it would have been the deadliest,1
nyctrafn yes that was a huge tsunami probably the highest wave height in modern history it s been called a mega tsunami i think it was from a landslide,1
yes 1000 of sri lankan people lost their lives,0
colinadkinss,0
not being a nerd but he said caught on camera,0
the boxing day tsunami was definitely caught on camera there s footage of the first waves coming on shore and much more,1
your wrong it s the mega tsunami it was 70 feet,1
where exactly,0
the 12 26 2004 tsunami is the deadliest on record,1
krimson1958 there are many videos of the 12 26 2004 tsunami i m surprised that you haven t seen any of them and they re dramatic,1
actually it was way overblown as far as the death toll 10 000 fatalities at most the tsunami at rehoboth beach delaware was far worse,1
the boxing day tsunami was not only the deadliest but the biggest range of spread and destruction,1
,0
yes i believe they even showed footage of it in the intro,0
to late then,0
yeah duh everyone knows that,0
did they box ok that day,0
xxxx,0
i cant believe that tsunami is so powerfull i hope that the horses are ok,1
omg that is crazy,0
they occur near plate boundaries so if your in the center or really far away from them you are safe from tsunamis like africa,1
just show me the wave in the start of video instead of explanation,1
i always remember the heartbreaking moment 2 horses were in a large field and were running from the tsunami and then got to the fence and couldn t escape terribly sad,1
sounds more funny than heartbreaking,0
justgre3d yes i ll be laughing when your miserable existence is ending tragically as well,0
thetheraine be my guest i have no idea who you are so i could care less about your laugh out of 7 billion people chances are you d die before me i m pretty young,0
justgre3d yeah young and dumb with an attitude that is dragging the world down but when you do get older you will be living in the mess you created enjoy,0
thetheraine i m not dragging the world down i m an insignificant speck on this planet who contributes nothing more or less when i get older i ll live my life and if i do get in a mess it won t be because of my own creation,0
justgre3d init tho,0
gabriela pretty damn funny to me maybe we have different sense of humor,0
gabriela i don t think age really matters when it comes to sense of humor but since you want to know i am 16 and as to why it makes me laugh i don t know i just think it s funny i don t think before i laugh i just do it,0
gabriela greed and samantha are obviously of a generation where empathy compassion kindness love and care for fellow living things is non existent god help us,0
gabriela guess i m immature then,0
gabriela greed and samantha are godless that s the real spiritual issue in todays world,0
how tall is this fence you re speaking of 10ft 20ft these must have been the only 2 horses who couldn t jump either way hopefully the fence kept them in their pasture,0
thetheraine lmao never seen this comment but yeah i am godless i couldn t give a shit about nonexistent things,0
it is funny it s funny that you would comment about 2 horses and how sad that was but don t mention a word about the thousands of human lives lost you re what s wrong with the world not the 16 yr old that s being a 16 yr old,0
supremoqueefer it s symbolic of what happened seeing the terror of 2 horses running for their lives and then a fence stops them their lives ended if you have no empathy for what those 2 horses felt you will certainly not care about the thousands of humans that died you are what is wrong with the world and the stupid 16 year olds that laugh that s a good indication of the lack of love compassion and empathy in human hearts for humans animals the planet sad,0
justgre3d i really like that your coping mechanism for having no friends is attempting to sound like a deep intelligent sinister person but its okay you re still pretty young some things may change or remain the same,0
maximany9506 actually i m school hanging out with my friends rn at lunch lol don t push your insecurities on me tho,0
justgre3d i dont think that merely being around your classmates in school is considered a friendship but you can delude yourself if you wish to anyways i just want to ask you something and i won t bother you anymore are you an american or european or whatever,0
maximany9506 i m guessing that s how your school life was following around classmates pretty damn sad like i said don t push what happened to you onto me only making yourself look like a fool here,0
justgre3d sure and ill choose to believe you now would you like to answer my question,0
maximany9506 i m american,0
justgre3d oh okay,0
supremoqueefer why would you think that human s lifes are more valueable than animal s lifes humans destroy earth animals don t,1
justgre3d it definitely would have been funny if justgre3d was the one running and trapped by the fence,0
lisakabula891 i wouldn t usually find myself in those types of situations,0
there are some animals who destroy the ecosystem too but it isnt as bad like how we are destroying it schnuffeltuch6,1
i hope that lady in turkey survived the water there she did not really seem to have a sense of urgency at all,0
it really is a miracle that more people did not die in the fukushima tsunami i know any loss of life due to a natural disaster is horrible and i do not discount the horrible loss of life in japan,1
fukushima is just the name of one of the many cities that were bit by the japan tsunami,1
i died in a tsunami and was rescued and brought back to shore by a dolphin,1
japan is the main place where tsunami s be,1
0 21,0
don t forget about the canary islands a one mile high by 10 mile long piece of land can fall into the sea causing a massive tidal wave that will hit the east coast of the us causing catastropic damage and major lost of lives i got to get out of nj and move inland to higher elevation,1
you mean where a tornado can suck you up,0
can we apprieciate how that ship just tanked it when in movies they just d i e,0
thanks,0
only 3 people there are 100k people living there,0
hunga tonga bingi bangi bingi bonga bonga bonga chimichanga flimby flambe flambe flumba,0
props to that lady just strolling in the rising tsunami water,1
,0
monster tsunami waves caught on camera is the title then they show no 2 and say thankfully it went no deeper than this all a couple of feet or words to that effect lol,1
the frozen video pic of a ship s bow and a giant wave with the caption under it declaring tsunami is misleading at sea a tsunami would be barely detectable and moving at hundreds of miles per hour it s only when they reach shallower water and beaches do they rise up and become prominent what is pictured in 5he advertisement for the clip is a rogue wave or similar,1
make the seawall higher,0
not a single good video mehh,0
a long time ago i used to have dreams that looked like that part where the boat goes over that tsunami wave except there was never a boat just me floating in the water near the shore and then all of a sudden the water swells and rises uncontrollably and floods inland over everything all land would just suddenly disappear below the water and i would be struggling to stay afloat surrounded by nothing but huge waves of water,1
me too i would be out in the water somewhere and just see what looked like the horizon darkening scary,0
you should see that guy in vienna freud i think his name is i think he d be interested in hearing about this,0
sri lanka sumatra was the worst one in my lifetime more than a quarter of a million people died,0
japan 19k deaths,1
i m glad i don t live down on that end just scary,0
i thought australian woman in tonga was going to start telling us how indigenous populations are more susceptible to tsunamis than white people,1
on september 29 2009 two large earthquakes struck midway between samoa and american samoa a u s territory the earthquakes generated tsunami waves of up to 22 meters 72 feet that engulfed the shores killing at least 192 people 149 in samoa 34 in american samoa and 9 in niuatoputapu tonga,1
ty for that bit of info,0
it s like walking out of a vault in fallout,0
48 20,0
those people are freezing it is near freezing temperatures outside with snow flurries,0
cah dermo pranggang jawa timur nagih janji,0
t0k n0 maneh rudalmu wis lebih dari 19 tahun mompong kar titik nduk deso dermo ben buongko kabeh dari pada di seks0,0
mata mu mu picek opo ra mikir nek akibat rudal koxok ngene mata mu melek e kar she yekti mata mu nyamar2 zo tetep picek karo anak,0
melek 0 picek mu she inshe yekti mata mu picek aku jek urep aku zo ngawe pikiran ku dewe kok mbok kek arwah e wong buongko 0p0 guna ne nek mata mu rapicek jupuken opo seng kok dekek nduk organ tubuh ku,0
,0
,0
woah didnt know kamaishi had such tall buildings,0
dios tiene memoria,0
there s been something speaking growling snarling laughing with a d3monic sounding voice for almost the whole video i couldn t really understand what it was saying for most of it but at 25 07 it sounds like it says do you rrreally i have to loop it a few more times to try to figure out the rest of what it s saying edit i believe it s saying do you rrreally think you re not gonna di3 i have to alter the way i write certain words or my comment will be removed it s still talking and snarling after that really difficult to understand exactly what it s saying but i m sure it isn t nice i ll add more time stamps if it speaks loudly and clearly enough for everyone else to hear 27 09 you hear a small child sing song something in her language then you can hear shut up the bitch the last 2 words are loudest at 27 14 it s been adding its two cents in and snarling the whole time since the last time stamp but at 32 14 you can hear it s really getting fed up with them in its space so it shouts go lol the whole thing is blowing my mind from the fact this thing really exists and is talking to the fact it is speaking in english why is it speaking in english 44 32 a completely different entity is speaking i don t understand what it s saying typical ghost whisper 44 43 d3monic deep growl words followed by a growling inhale so deep i can t understand it the voice is like a growing lion mixed with a growling monster stereotypical d3mon,0
very interesting i have watched the majority of these videos over and over since 2011 and never heard what you have heard i do hear strange sounds though i am going to go back and listen for the things you heard people talk about the 2004 earthquake and tsunami being horrific which it was but it is nothing compared to this 2011 japan earthquake and tsunami over 25 000 people lost their lives or are still missing sending peace and love and safety and life from jesus christ our savior love from southern california,1
km mink i hear them fairly easily with these airpod pros i can hear them in any video they re talking in even movies and stuff these airpods have opened up a whole new world for me an interesting and somewhat terrifying world,0
45 20 the growling entity is now growl roar screaming sounds like a cheetah or something a large cat but not a very large cat lol idk how to explain it,0
,0
6 21,0
then please explain why there is no visible 9 2 earthquake damage on bridges sea walls buildings power line poles etc just water damage without a 9 2 earthquake preceding this water event bull shit,1
the earth quake was miles away under water buildings were shaking etc but it was the ensuing tsunami that caused the damage,1
japan is known for their earthquakes and thus there is very strict rules in how to build things they need to be able to withstand them only americans are stupid enough not to learn from their mistakes they keep building shoebox houses in tornado prone areas they are stupid not the japanese,1
the town appears to have fully recovered amazingly today there is no sign of the destruction and it s full of cars and homes and businesses again and now they have a shopping mall,0
but they still are in dire need of young people moving there or the town will die out despite all their efforts,0
total devastation,0
poor filming to much moving around,0
i wonder if people felt health problems due to the problems with fokushima it gives hope that here are people shown who survived and how let s pray for the security of our japanese friends,0
was very cold out also to make chaos to havoc n death,1
water every life form on the planet needs it to survive when you see waters raw strength like this it is incredible i m sure after 13 years there is still a little physical clean up i m sorry for your loss if you lost loved ones the mental clean up is the hardest one,0
porque s autoridades n o avisaram essas pessoas com anteced ncia d pra ver pessoas caminhando e carros andando normalmente uns 10 minutos antes do tisunami invadir a cidade,0
,0
kh ng c xem c le qu xem kh ng k p moi m c l m b n i,0
majority of buildings that survived were made of concrete,0
yeah they withstand the tsunami waves waters but they would not survive a tornado,1
what made me watch this was hearing about the earthquake in taiwan and that there was possibly a tsunami warning and everything and watching this devastation just breaks my heart all over again this is more devastating than watching all the tornadoes hit combined i m not saying tornadoes aren t heartbreaking to see but this is so much more on a larger scale,1
,0
,0
7 7 9 1 1,0
don t feel bad you couldn t do anything to help them you would have become a victim yourself and that doesn t help anybody,0
,0
when the person with the camera walks out of the building and turns towards the front entrance at 53 35 on this video the banner on the wall reads 50 years since chile let s spread the word about earthquakes and tsunamis let s raise the fear of tsunamis disaster prevention awareness how ironic is that,1
definetly would have been a hard thing to imagine thank you for educational yet tragic information for some reason i tend to revisit every few years,0
i too revisit these videos from 2011 and now with the russian earthquake and tsunami i am rewatching some of these all over again i think i have seen most of them quite a few times i m fascinated by what was set in motion blessings peace to all,1
,0
i live in oregon my coast has mtns for protection it always seems to feel a lil dangerous just to visit the coast,1
true but that ends up making the river beds susceptible and the towns further inland like brookings doesn t have a whole lot of protection by itself but i m curious how far inland a tsunami could travel up the rogue at gold beach i know the elevation startes to be a problem at some points but these things obviously have some gusto behind them pushing i m in medford and don t think it could reach the rogue river near here this far inland but the mountains might just end up helping the tsunami end up more inland due to the rivers i am glad my friend who has a house in brookings in atop a hill tho seems less likely to be damaged there,1
at 3 minute mark what is the guy rambling on about please isnt same emergency message to be sent as tsunami is close and wave height,1
actually this city was defenseless without any ocean walls least to say waterbreakers,0
they did have them but they weren t high enough especially when the water receded 3m they had no chance whatsoever,0
naenianightingale don t argue,0
thank you for posting these videos,0
the camera person is having a zoomie attack vertigo on the rise,0
,0
awful camera recording once again an idiot addicted to zoom yet can t focus while on zoom it s unwatchable,0
fc xc cg fc cg hb cg uh cg jix fc cg f ch gc cg f cg cc cg c cg cg jj cg fc cg f cg f cg ug cg jojvojc cc hjj gc cg f ft u hi jhc cg hij cg jixxx xxxf gcvjkgc ft yg j uh vjo,0
37 48,0
even after a horrible camera handler,0
these are aftermath videos,0
italy https m youtube com watch v e6 du5cttfq,0
,0
oh my god,0
really really hopeless filming it shows nothing trying to show everything,0
,0
,0
data usage,0
the japanese people are very resilient they stay dignified in the face disaster,1
cameraman de merde,0
if he would just look at things slowly with the camera even thru heart breaking devastating event by mother nature the love the japanese have for there mother land is so overwhelming your awesome people,0
there s one thing you may not have thought of there were countless aftershocks for hours after the earthquake and a lot of people were really trying to remain as steady as they could,1
thank you for taking this video we all understand the truth about tsunamis now that was hard to watch so many affected or hurt or worse hope you and yours were all safe thank you again best wishes,1
,0
if you post a picture be good handle a camera it s not good to see,0
and the flood mud gets everywhere,1
and that mud is filled with sewage human waste toxic chemicals moldy rotting wood rusting metal and the remains of dead animals humans etc in fact in some disasters disease kills more people that the original event a good example would be the horrific death toll in the wake of a major tropical cyclone that struck and flooded most of bangladesh around 50 years ago literally hundreds of thousands of people many died in the flooding most of bangladesh is low ground but a large percentage of the victims actually succumbed to disease during the months after the tropical cyclone,1
,0
jesus christ stand still for like 5 seconds dude,0
stop f cking whining this is not a damn movie,0
the worst camera activity ever,0
,0
cant watch no more the camara was making me feel sick,0
so many people did nothing to get to higher ground i don t understand that at all,0
you have raised a fair question and it doesn t just apply to tsunamis but all types of natural disasters and it certainly applies to issues of personal safety too ultimately it s an issue of psychology sociology culture for starters people ignore warnings don t prepare for disasters and don t use safety equipment motorcycle helmets seatbelts wearing safety glasses etc because a perceiving risks understanding concepts like randomness odds of death is difficult and b preparing for bad events requires them to accept their own vulnerability mortality many people especially teenagers young adults have great difficulty accepting how dangerous random the world can be and find it difficult to accept that they cannot take complete control of their environment on top of that some cultures seem to encourage risk taking more tolerate a higher rate of injuries mortality among its youth the u s a is a good example when compared to other 1st world nations it has the highest rate of accidental injury death among youth young adults furthermore there has been a gender factor young males also feel peer pressure think that they re supposed to be able to deal with dangers protect others and prove that they re strong furthermore higher levels of testosterone in males definitely causes males to a experience less fear but more anger aggression when threatened in any situation except in really scary situations b be less risk adverse and c feel more confident in their physical intellectual abilities having said that over the last 50 years there has been an increase in injuries mortality among female teenagers young adults especially in western societies which suggests that risky behaviour is not just biochemical but also heavily influenced by societal factors perhaps role models more exposure to risk danger in careers that used to be male dominated etc i hope this helps,1
just dumbfounded at the lack of getting to higher ground that baffles me the ignoring of the warning sirens and just flat out doing nothing to retreat to higher ground no wonder so many lost their lives such a tragedy,1
now nearly 12 years since this terrible day has the authorities learnt from this our planet is showing us more devastation each time it hits us weather earthquakes tides are stronger and are we learning,1
i imagine there was someone who had asked where do we start and the response right here,0
,0
what a tragedy this show brings me back humility love light to all,0
spanish fb to all the people pray to be written your name in the book of life i will shouted to all of you our almighty father the lord jesus christ the holy spirit is the truth he is a powerful and near to come this is the key for the kingdom of lord jesus christ in heaven spanish 1 pray the lord of pardon padre nuestro padre nuestro que est s en los cielos santificado sea tu nombre venga tu reino h gase tu voluntad as en la tierra como en el cielo danos hoy nuestro pan de cada d a perdona nuestras ofensas as como tambi n nosotros perdonamos a los que nos ofenden no nos dejes caer en la tentaci n y l branos del mal tuyos son el reino el poder y la gloria por los siglos de los siglos am n 2 that is mean the lord s prayer our father who art in heaven hollowed be thy name thy kingdom come thy will be done on earth as it is in heaven give us this day our daily bread and forgive us our trespasses as we forgive those who trespass against us and lead as not into temptation but deliver us from evil amen 3 segno dentro tu dialecto spa ol suplicar el se or de perdonar padre nuestro padre nuestro que est s en los cielos santificado sea tu nombre venga tu reino h gase tu voluntad as en la tierra como en el cielo danos hoy nuestro pan de cada d a perdona nuestras ofensas as como tambi n nosotros perdonamos a los que nos ofenden no nos dejes caer en la tentaci n y l branos del mal tuyos son el reino el poder y la gloria por los siglos de los siglos am n nuestro padre signo dentro tu dialecto rezar quince por por dia con dentro un a o salvo y mandar a tu amigos a hacerse sagrado semejante t y todo nuestro picado tener ser pagar para de que plegaria 4 acts 10 45 47 mat 16 19 5 yo be vosotros el sagrado espiritu el espiritu de verdad jn 16 13 15 jn 8 55 jn 10 30 mat 23 9 12 isaias 66 1 3 el illumar el voz el padre el rey se or jesu cristo dios be dentro una yo v r a la se or dentro su rieno dentro cielo con dentro siete hora el plegaria be los enbitasyon porque el casam ento de la se or jesu cristo dios hasta que esencia de religion revelation 19 7 9 pray and forward to your friends that means the lord prayer in latin word pray 15x day in 1yr or pray 5 455 times u to enter to the kingdom of god in heaven soon,0
people did pray and nothing happened so here a tough question i know u can t answer if praying actually work how come when people pray to god or jesus they still drown and died,0
,0
,0
mother nature harsh,0
the damage to other places is huge but i went back and forth once and then stopped what to do about this place i m looking at it so the place i m avoiding now seems to be dangerous it s the first video i ve seen i ve never seen a long tsunami before so it s hard,1
minute 5 25 the tsunami is over in the police station se can see policemen inside why don t they go down to help the people what kind of policemen are they,1
hallo wenn du auf eine stelle im video hinweisen m chtest schreib 05 25 es wird verlinkt sodass man direkt dahin gehen kann,0
,0
what was equally sad was seeing people sweeping up the day after i suppose that s their coping mechanism keeping themselves busy i m not japanese nor was i there but i ll never forget this day,0
i think you re right it reminds me of my in laws accounts of ww2 england during the london blitz same type of response same tough exterior,0
how overwhelming this must have felt,0
subthread camera shaking aftershocks fight or flight not knowing if family friends acquaintances alive or dead trying to see everything,1
omg,0
we had a tsunami alarm in the 1990 s on kauai hawaii i remember driving home up to kokee there were several dozen cars trucks trailers with horses mules people on horseback etc the wave did not hit but we always head for the hills,1
yes alarm either by animals or man made alarm is useful for early warning indeed but we never know how high the waves are some video i watch abt 3 11 warned for 3 meters high tsunami but the reality is different over 10 meter wave destroyed whole city,1
ktaeyoung the waves were higher at some coasts than expected because beside the earthquake there were also under water landslides involved the highest point was 40 meter 130 feet,1
it may have had a lot to do with what he was seeing thru the lens initially he was only seeing water come in but after the second retreat of water there would ve been unbelievable destruction numerous bodies in the water etc that s a lot to take in while happening in that moment,0
11 march 2021,0
so many people were at work around the docks and water ways also some had no high ground to run to it s so sad prayers to all the families who lost loved ones hopefully this will never happen again,0
,0
,0
,0
haarp a theory of fukushima english subtitles haarp methane clutter https tokentube net v 2616454782 a theory of fukushima english subtitles haarp methane clutter,0
,0
i don t understand people that don t take any kind of warning seriously even now with covid 19 people who don t believe it or think it s a conspiracy theory idiots i m certainly not calling those who lost their lives in this tragic event idiots but if people just listened and evacuated right away i m sure there would ve been fewer deaths either way this was a horrible event and i remember being at school when it happened my best friend had family in japan and they were hit luckily they were all ok shit is scary i hope all those who were affected by this have recovered and those who lost their lives rest in peace,1
look up normalcy bias,0
razvansocol1966 correct also people ignore warnings don t prepare for disasters because doing so would require them to accept their own vulnerability mortality many people especially teenagers young adults have great difficulty accepting how dangerous random the world can be and that they cannot completely control their environment,1
if that was my dog i would be listening to him i can t begin to imagine the stress anxiety and sorrow you all go through far too often it s difficult to watch but i admire your courage and wish you the best possible outcome in the future peace,0
dogs just know they can sense things like earthquakes and shit i know if i were there and that was my dog i would ve dipped right the hell away,1
oh the dogs were all barking and the seagulls were wailing like the 2nd coming just listen in every video plus the retreat of the water is a sign that you better get far far away and very high up just in case they knew devestation was looming,0
where do you even begin after an event like this where and what do you start with other than the obvious looking after the well being of yourself and your fellow survivors,0
so very sad they are calling out for there loved ones,0
mi dispiace veramente tantissimo di quello che successo in tutto il giappone spero che mai pi dovrete rivivere una cos grande sciagura ho voluto vedere alcuni vs video ed ogni volta ho pianto per voi,0
i hope all the people from my country will watch this vi deo ii remember one the police patrol running on the street and anouce about there tusumi comeing 4 00 am in the morining the people attact the police car they said they distrubiing them the lie announacement,0
bad camera man at it s best mr if you stop doing all that talking and be still you can actually get awesome footage,0
then you go walk in the middle of a tsunami and film it dumbass,1
a little early to be drunk had a chance to get some useful data an blew it,0
worlds worst camera work,0
cut the guy some slack he s recording a natural disaster that was completely unforeseen let s see you go back to 2011 and record it better,1
i always thought that it was just one wave but after watching this both part 1 and 2 is now know after having seen this that there were about 10 or more each one comes in then drains out then comes in again one after the next every 10 15min,1
earthquake engineering huh,1
how come there is no visible damage of the 9 0 earthquake prior to the tsunami coming in there were 3 major earthquakes that day he first was a 7 3 the second a 9 and the third a 7 6 where is the damage from the 9 0 earthquake,1
rosemary malloy the japanese probably make very earthquake resistant buildings,1
they have building protocols regarding earthquakes very strict ones at it hence why most survived the earthquakes however wood vs tsunamis is a doomed collision,1
53 42,0
cameraman is 00000 and zero he have no idea of noting move more than sunami,0
black people moving in to a city does a lot more damage and destruction than a tsunami apparently,1
looks like a huge stockpile of coal burning at 40 40,0
it could all end tomorrow folks we just never know hope your 10 hour a day jobs plus the hours spent in commuting time plus living debt are all worth it,0
isn t it worth it to you,0
most countries in the world don t have ten hour jobs you know that right the us is just the black sheep regarding this because you know people need to rise up and fight for their rights but americans lack the will and spine for something like that,0
it feels kind of surreal at the end here was a place that was a center of business and activity then at the end all you can hear is the odd footstep the call of the sea birds and the noise of the wind and the water imagine having that happen to your home town overnight,0
the japanese are resilient people my question is where do they put all the rubbish,0
dixie hull maybe burn it i m not exactly sure,0
,0
4 times,0
i watched both parts one and two a year ago and i forgot about the erratic camera work it made me feel dizzy and at times physically ill it still does,0
he search finds it and w en he can t stand or like it h e s h i f t s f o o l,0
i mean what are you expecting they all just watched their city get destroyed i guarantee if this was you filming you d be freaking out and not have a steady hand,1
aftershocks fight or flight family friends acquaintances missing or dead,1
ohhh whaa then stop watching it if you re snowflake body can t handle it and shut up,0
it was said before and i ll say it again listen to the dog,0
also watch and listen to the birds the birds start to fly around and caw crow and then a few seconds later the dog starts to bark then barks again and then again then the tsunami wave arrives,1
what seems to be the problem is people are not understanding the danger the warnings can clearly be heard and enough time is given but people look and think meh not too bad then bang too late,1
tucker that s because most of the tsunamis that have hit japan were very minor so these people thought it was another one of those minor tsunamis,1
read josephus he relates pliny the youngers assessment on people not fleeing or doing so too late,0
part of the problem is that the tsunami was initially predicted at two metres if i remember correctly so people expected two metres what actually came was something vastly bigger it s probably a good idea to ignore the predicted height of any tsunami and head for 30 40 metres above sea level anyway,1
thankyou for uploading this tsunamis have been happening forever but this is the first time the world has witnessed the true majesty and horror of nature the world knows that the brave people of japan will come back from this stronger than before,1
no such thing as mother nature,0
cs77smith67 are you ok because she did not say mother nature but even if she had mother nature is just an expression feel free now to go google that big big word expression and educate yourself,0
joonsmelodie9927 she still implying mother nature so what the difference but keep talking junk like u know it all then i ll educated your rudy poo candy in a boxing match and u know deep down u would get beat up by me,0
joonsmelodie9927 nature is the same as mother nature just to educate you i can also educate you in a boxing fight match as well but we both know who get beaten in that match,0
cs77smith67 let s fact check that with good ol merriam webster shall we nature noun the external world in its entirety mother nature noun nature personified as a woman considered to be the source and guiding force of creation therefore ur wrong they are different obviously mother nature is not real but the word nature is a very real thing and a word used regularly in science lol unless you believe everything around us externally is not real,0
cs77smith67 a boxing match lol ofc i would most likely lose against you due to the fact that men are stronger than women unless you re one of those biden voters who think men can get pregnant rotflol but seriously bro why do you want to box a female are you like one of those athletes who suck at competing with other males so they put on a wig and lipstick so they ll immediately get thrown in with the females and finally win or were you just trying to tell me how great you are at punching women in your spare time spare time as in when you re not already busy telling ppl stuff like nature isn t real lmfao,0
cs77smith67 let s fact check that with good ol merriam webster shall we nature noun the external world in its entirety mother nature noun nature personified as a woman considered as the source and guiding force of creation therefore ur wrong because they are different obviously mother nature is not real but the word nature is a very real word used in everyday science unless you believe everything externally around us isn t real lol and huh a boxing match ofc i would most likely lose because men are stronger than women right unless you re one of those ppl who think men can get pregnant rotflol,0
cs77smith67 a boxing match lol ofc i would most likely lose against you due to the fact that men are stronger than women right unless you re one of those biden voters who think men can get pregnant rotflol but seriously bro why do you want to box a female are you like one of those athletes who suck at competing with other males ergo they put on a wig and lipstick so they ll immediately get thrown in with the females and finally win or were you just trying to tell me how great you are at punching women in your spare time,0
cs77smith67 a boxing match lol ofc i would most likely lose against you due to the fact that men are stronger than women right unless you re one of those biden voters who think men can get pregnant rotflol but seriously bro why do you want to box a female are you like one of those athletes who suck at competing with other males ergo they put on a wig and lipstick so they ll immediately get thrown in with the females and finally win or were you just trying to tell me how great you are at punching women in your spare time,0
cs77smith67 a boxing match lol ofc i would most likely lose against you due to the fact that men are stronger than women right unless you re one of those biden voters who think men can get pregnant rotflol but seriously bro why do you want to box a female are you like one of those athletes who suck at competing with other males ergo they put on a wig and lipstick so they ll immediately get thrown in with the females and finally win or were you just trying to tell me how great you are at punching women in your spare time,0
cs77smith67 a boxing match lol ofc i would most likely lose against you due to the fact that men are stronger than women right unless you re one of those biden voters who think men can get pregnant rotflol but seriously bro why do you want to box a female are you like one of those athletes who can t win competitions with other males ergo they put on a wig and lipstick so they ll immediately get thrown in with the females and finally win or were you just trying to tell me how great you are at punching women in your spare time,0
cs77smith67 a boxing match lol ofc i would most likely lose because men are stronger than women right unless you re one of those biden voters who think men can get pregnant rotflol but seriously why do you want to box a female are you like one of those athletes who can t win competitions with other males ergo they put on a wig and lipstick to immediately get thrown in with the females and finally get to win or were you just trying to charm me with how great you are at pummeling women,0
cs77smith67 a boxing match lol ofc i would most likely lose because men are stronger than women right unless you re one of those biden voters who think men can get pregnant rotflol but seriously why do you want to box against a female are you like one of those athletes who can t win competitions with other males ergo they put on a wig and lipstick to immediately get thrown in with the females and then finally get to win or were you just trying to charm me with how great you are at p nching women,0
cs77smith67 a boxing match lol ofc i would most likely lose because men are stronger than women right unless you re one of those dem voters who think men can get pregnant rotflol but seriously why do you want to box against a female are you like one of those athletes who can t win competitions with other males ergo put on a wig and lipstick to immediately get thrown in with the females and then finally get to win or were you just trying to charm me with how great you are at p nching women,0
cs77smith67 a boxing match lol ofc i would most likely lose because men are stronger than women right unless you re one of those dem voters who think men can get pregnant rotflol but seriously why do you want to box against a female are you like one of those athletes who can t win competitions with other males ergo they put on a wig and lipstick to immediately get thrown in with the females and then finally get to win or were you just trying to charm me with how great you are at p nching women,0
cs77smith67 a boxing match lol ofc i would most likely lose because men are stronger than women right unless you re one of those dems who think men can get knocked up rotflol but seriously why do you want to box against a female are you like one of those athletes who can t win competitions with other males ergo they put on a wig and lipstick to immediately get thrown in with the females and then finally get to win or were you just trying to charm me with how great you are at p nching women,0
cs77smith67 and a boxing match lol ofc i would most likely lose because men are stronger than women right unless you re one of those dem voters who think men can get pregnant rotflol but seriously why do you want to box against a female are you like one of those athletes who can t win competitions with other males ergo they put on a wig and lipstick to immediately get thrown in with the females and then finally get to win or were you just trying to charm me with how great you are at p nching women,0
cs77smith67 a boxing match lol ofc i would most likely lose because men are stronger than women right unless you re one of those ppl who think men can get pregnant rotflol,0
joonsmelodie9927 from what i see here you just educated yourself there so you should give yourself a round of applause coz i m going by the context of what the girl said in the post ohhhh wait so you re admitted that i can beat you up in a street fight or a boxing match,0
cs77smith67 let s fact check that with good ol merriam webster shall we nature noun the external world in its entirety mother nature noun nature personified as a woman considered as the source and guiding force of creation therefore ur wrong because they are different obviously mother nature is not real but the word nature is a very real word used in everyday science unless you believe everything externally around us isn t real lol a boxing match lol ofc i would most likely lose because men are stronger than women right unless you re one of those ppl who think men can get pregnant rotflol,0
